Title	IMDB	Budget	Dom Box Office	Intl Box Office	Score	Year	Writers	Directors	Producers	Female Char %	Female Talk %	Female Writer %	Female Director %	Female Producer %	Overall Female Production %	Genre
 Human Nature 	219822	-6	-4	1038919	3	2001	" [['Charlie Kaufman', 'm']] "	" [['Michel Gondry', 'm']] "	" [['Anthony Bregman', 'm'], ['Julie Fong', 'f'], ['Ted Hope', 'm'], ['Spike Jonze', 'm'], ['Charlie Kaufman', 'm']] "	0.6	0.463236826	0	0	0.2	0.142857143	&&&&
 Lost In Translation 	335266	-6	-4	165578093	3	2003	" [['Sofia Coppola', 'f']] "	" [['Sofia Coppola', 'f']] "	" [['Francis Ford Coppola', 'm'], ['Sofia Coppola', 'f'], ['Ross Katz', 'm'], ['Fred Roos', 'm'], ['Stephen Schible', 'm']] "	0.6	0.543451652	1	1	0.2	0.428571429	&&&&
 In Her Shoes 	388125	-6.0803342	39984996.39	99964378.93	3	2005	" [['Jennifer Weiner', 'f'], ['Susannah Grant', 'f']] "	" [['Curtis Hanson', 'm']] "	" [['Lisa Ellzey', 'f'], ['Carol Fenelon', 'f'], ['Curtis Hanson', 'm'], ['Ridley Scott', 'm'], ['Tony Scott', 'm'], ['Erin Upson', 'f'], ['Mari-Jo Winkler', 'f']] "	0.6	0.83972332	1	0	0.571428571	0.6	Drama
 Memoirs of a Geisha 	397535	103365681.4	69329007.85	196407992.6	3	2005	" [['Robin Swicord', 'f'], ['Arthur Golden', 'm']] "	" [['Rob Marshall', 'm']] "	" [['Gary Barber', 'm'], ['Roger Birnbaum', 'm'], ['Bobby Cohen', 'm'], ['John DeLuca', 'm'], ['Lucy Fisher', 'f'], ['Steven Spielberg', 'm'], ['Patricia Whitcher', 'f'], ['Douglas Wick', 'm']] "	0.6	0.713752122	0.5	0	0.25	0.272727273	Drama
 I'll See You in My Dreams 	3236120	-5	7449681	7464765	3	2015	" [['Marc Basch', 'm'], ['Brett Haley', 'm']] "	" [['Brett Haley', 'm']] "	" [['Dallas Anthony', 'NULL'], ['Ele Bardha', 'm'], ['Foster Chiang', 'NULL'], ['Jan Miller Corran', 'NULL'], ['Mary Katherine Crosland', 'f'], ['Wade Ellis', 'NULL'], ['Joshua Ferris', 'm'], ['Frank Gibson', 'm'], ['Rebecca Green', 'f'], ['Brett Haley', 'm'], ['Jason Kanjiro Howard', 'm'], ['Eliza Kennedy', 'f'], ['Matthew Lamothe', 'm'], ['Ching L. McBride', 'NULL'], ['David L. McBride', 'm'], ['Lisa McBride', 'f'], ['Patrick Millsaps', 'm'], ['Jeff Rice', 'm'], ['Erik Rommesmo', 'm'], ['Jeff Schlossman', 'm'], ['Laura D. Smith', 'f'], ['Adam Trahan', 'm'], ['Bill Wallwork', 'm'], ['Justin R. Williams', 'm']] "	0.6	0.74563228	0	0	0.208333333	0.185185185	Romantic Comedy
 Never Been Kissed 	151738	-7.1156739	78948056.1	78948056.1	3	1999	" [['Abby Kohn', 'f'], ['Marc Silverstein', 'm']] "	" [['Raja Gosnell', 'm']] "	" [['Drew Barrymore', 'f'], ['Jeffrey Downer', 'm'], ['Sandy Isaac', 'NULL'], ['Nancy Juvonen', 'f']] "	0.588235294	0.651109104	0.5	0	0.5	0.428571429	Romantic Comedy
 Sex and the City 	1000774	62153817.13	165001908.8	448855689.3	3	2008	" [['Michael Patrick King', 'm'], ['Candace Bushnell', 'f'], ['Darren Star', 'm']] "	" [['Michael Patrick King', 'm']] "	" [['Richard Brener', 'm'], ['Kathy Busby', 'f'], ['Eric M. Cyphers', 'm'], ['Toby Emmerich', 'm'], ['Jonathan Filley', 'm'], ['Michael Patrick King', 'm'], ['John P. Melfi', 'm'], ['Sarah Jessica Parker', 'f'], ['Darren Star', 'm']] "	0.588235294	0.830442525	0.333333333	0	0.222222222	0.230769231	Comedy
 The Faculty 	133751	-6	-4	71623745	3	1998	" [['David Wechter', 'm'], ['Bruce Kimmel', 'm'], ['Kevin Williamson', 'm']] "	" [['Robert Rodriguez', 'm']] "	" [['Elizabeth Avellan', 'f'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm'], ['Robert Rodriguez', 'm']] "	0.583333333	0.706345382	0	0	0.25	0.125	&&&&
 Punch-Drunk Love 	272338	32868955	23390903.89	32331259.65	1	2002	" [['Paul Thomas Anderson', 'm']] "	" [['Paul Thomas Anderson', 'm']] "	" [['Paul Thomas Anderson', 'm'], ['Daniel Lupi', 'm'], ['JoAnne Sellar', 'f']] "	0.583333333	0.380247901	0	0	0.333333333	0.2	Comedy
 Sorority Row 	1232783	13707271.5	-13.15898064	29317986.26	3	2009	" [['Josh Stolberg', 'm'], ['Pete Goldfinger', 'm'], ['Mark Rosman', 'm']] "	" [['Stewart Hendler', 'm']] "	" [['Bill Bannerman', 'm'], ['Jay Boberg', 'NULL'], ['Darrin Holender', 'NULL'], ['Mike Karz', 'm'], ['Josie Rosen', 'f'], ['Mark Rosman', 'm']] "	0.583333333	0.767607276	0	0	0.166666667	0.1	Horror
 Whip It 	1172233	16448725.8	14303113.43	20677310.5	3	2009	" [['Shauna Cross', 'f']] "	" [['Drew Barrymore', 'f']] "	" [['Drew Barrymore', 'f'], ['Nicole Brown', 'f'], ['Peter Douglas', 'm'], ['Joseph Drake', 'm'], ['Nancy Juvonen', 'f'], ['Nathan Kahane', 'm'], ['Kelli Konop', 'f'], ['Jason Lust', 'm'], ['Karyn McCarthy', 'NULL'], ['Barry Mendel', 'm'], ['Chris Miller', 'm'], ['Kirsten Smith', 'f']] "	0.583333333	0.75238344	1	1	0.416666667	0.5	Comedy
Kids	113540	-6	-4	38340000	3	1995	" [['Harmony Korine', 'm']] "	" [['Larry Clark', 'm']] "	" [['Michael Chambers', 'm'], ['Cathy Konrad', 'f'], ['Patrick Panzarella', 'm'], ['Christine Vachon', 'f'], ['Gus Van Sant', 'm'], ['Cary Woods', 'm'], ['Lauren Zalaznick', 'f']] "	0.571428571	0.324387011	0	0	0.428571429	0.333333333	&&&&
 The Others 	230600	22589466.21	128258586.9	276076571.3	3	2001	" [['Alejandro Amenabar', 'm']] "	" [['Alejandro Amenabar', 'm']] "	" [['Fernando Bovaira', 'm'], ['Tom Cruise', 'm'], ['Jose Luis Cuerda', 'm'], ['Sunmin Park', 'NULL'], ['Rick Schwartz', 'm'], ['Paula Wagner', 'f'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	0.571428571	0.87997189	0	0	0.125	0.1	Horror
 Kill Bill: Vol. 1 	266697	-6	-4	250252529	3	2003	" [['Quentin Tarantino', 'm']] "	" [['Quentin Tarantino', 'm']] "	" [['Lawrence Bender', 'm'], ['Mitsuhisa Ishikawa', 'm'], ['Katsuji Morishita', 'NULL'], ['Erica Steinberg', 'f'], ['E. Bennett Walsh', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	0.571428571	0.503220552	0	0	0.142857143	0.111111111	&&&&
 Eternal Sunshine of the Spotless Mind 	338013	24936742.2	42849449.98	90649374.45	2	2004	" [['Charlie Kaufman', 'm'], ['Michel Gondry', 'm'], ['Pierre Bismuth', 'm']] "	" [['Michel Gondry', 'm']] "	" [['Georges Bermann', 'm'], ['Anthony Bregman', 'm'], ['David L. Bushell', 'm'], ['Steve Golin', 'm'], ['Charlie Kaufman', 'm'], ['Glenn Williamson', 'm']] "	0.571428571	0.529229711	0	0	0	0	Comedy
 Kill Bill: Vol. 2 	378194	-6	-4	204350156	3	2004	" [['Quentin Tarantino', 'm']] "	" [['Quentin Tarantino', 'm']] "	" [['Lawrence Bender', 'm'], ['Erica Steinberg', 'f'], ['E. Bennett Walsh', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	0.571428571	0.323819276	0	0	0.2	0.142857143	&&&&
Flightplan	408790	66883676.2	109089693.4	260716101.3	3	2005	" [['Peter A. Dowling', 'm'], ['Billy Ray', 'm']] "	" [['Robert Schwentke', 'm']] "	" [['Robert DiNozzi', 'm'], ['Brian Grazer', 'm'], ['Erica Huggins', 'f'], ['Charles J.D. Schlissel', 'm'], ['James Whitaker', 'm']] "	0.571428571	0.515813686	0	0	0.2	0.125	Thriller/Suspense
 Little Children 	404203	16320108.42	6368361.599	16461367.12	3	2006	" [['Todd Field', 'm'], ['Tom Perrotta', 'm']] "	" [['Todd Field', 'm']] "	" [['Kent Alterman', 'm'], ['Albert Berger', 'm'], ['Toby Emmerich', 'm'], ['Todd Field', 'm'], ['Patrick J. Palmer', 'm'], ['Ron Yerxa', 'm']] "	0.571428571	0.493934734	0	0	0	0	Drama
Conviction	1244754	13564391.13	7376528.583	12834062.6	3	2010	" [['Pamela Gray', 'f']] "	" [['Tony Goldwyn', 'm']] "	" [['Markus Barmettler', 'NULL'], ['Anthony Callie', 'm'], ['Ed Cathell III', 'm'], ['Dama Claire', 'NULL'], ['Tony Goldwyn', 'm'], ['Andrew S. Karsch', 'm'], ['Alwyn Kushner', 'm'], ['Myles Nestel', 'NULL'], ['James Smith', 'm'], ['Andrew Sugerman', 'm'], ['Hilary Swank', 'f']] "	0.571428571	0.707178586	1	0	0.090909091	0.153846154	Drama
 Friends with Benefits 	1632708	36675091.6	58473460.41	153611935.2	3	2011	" [['Keith Merryman', 'm'], ['David A. Newman', 'm'], ['Will Gluck', 'm'], ['Harley Peyton', 'NULL']] "	" [['Will Gluck', 'm']] "	" [['Alicia Emmrich', 'NULL'], ['Glenn S. Gainor', 'm'], ['Liz Glotzer', 'f'], ['Will Gluck', 'm'], ['Martin Shafer', 'm'], ['Nicolas Stern', 'm'], ['Janet Zucker', 'f'], ['Jerry Zucker', 'm']] "	0.571428571	0.52446385	0	0	0.25	0.153846154	Romantic Comedy
 Beasts of the Southern Wild 	2125435	1855275.894	13188688.39	23979576.98	3	2012	" [['Lucy Alibar', 'f'], ['Benh Zeitlin', 'm']] "	" [['Benh Zeitlin', 'm']] "	" [['Chris Carroll', 'm'], ['Philipp Engelhorn', 'm'], ['Michael Gottwald', 'm'], ['Dan Janvey', 'm'], ['Paul Mezey', 'm'], ['Matthew Parker', 'm'], ['Josh Penn', 'm'], ['Michael Raisler', 'm']] "	0.571428571	0.576779955	0.5	0	0	0.090909091	Drama
 3 Days to Kill 	2172934	27786425.52	30463845.1	38662727.13	3	2014	" [['Adi Hasak', 'NULL'], ['Luc Besson', 'm']] "	" [['McG', 'm']] "	" [['Ron Burkle', 'm'], ['Jason Colbeck', 'm'], ['Ryan Kavanaugh', 'm'], ['Christophe Lambert', 'm'], ['Marc Libert', 'm'], ['Breean Solberg', 'NULL'], ['Tucker Tooley', 'm']] "	0.571428571	0.450630666	0	0	0	0	Thriller/Suspense
 Testament of Youth 	1441953	-6	-4	1860517	3	2014	" [['Vera Brittain', 'NULL'], ['Juliette Towhidi', 'f']] "	" [['James Kent', 'm']] "	" [['Rosie Alison', 'f'], ['Celia Duval', 'NULL'], ['Hugo Heppell', 'm'], ['David Heyman', 'm'], ['Zygi Kamasa', 'm'], ['Christine Langan', 'f'], ['Richard Mansell', 'm'], ['Joe Oppenheimer', 'm'], ['Henrik Zein', 'm']] "	0.571428571	0.629243453	0.5	0	0.222222222	0.25	&&&&
 Sense and Sensibility 	114388	25591229.57	66682638.81	209373130.9	3	1995	" [['Jane Austen', 'f'], ['Emma Thompson', 'f']] "	" [['Ang Lee', 'm']] "	" [['Laurie Borg', 'm'], ['Lindsay Doran', 'f'], ['Sydney Pollack', 'm'], ['James Schamus', 'm']] "	0.5625	0.713322996	1	0	0.25	0.428571429	Drama
Showgirls	114436	62039344.4	31563685.91	58550800.72	3	1995	" [['Joe Eszterhas', 'm']] "	" [['Paul Verhoeven', 'm']] "	" [['Charles Evans', 'm'], ['Mario Kassar', 'm'], ['Alan Marshall', 'm'], ['Ben Myron', 'm']] "	0.5625	0.634148543	0	0	0	0	Drama
Carrie	1939659	30388130.4	35722887.23	83475708	3	2013	" [['Lawrence D. Cohen', 'm'], ['Roberto Aguirre-Sacasa', 'm'], ['Stephen King', 'm']] "	" [['Kimberly Peirce', 'f']] "	" [['J. Miles Dale', 'm'], ['Kevin Misher', 'm']] "	0.5625	0.667027808	0	1	0	0.166666667	Horror
Maleficent	1587310	178627021.2	239565955	752750874.7	3	2014	" [['Linda Woolverton', 'f'], ['Charles Perrault', 'm'], ['Milt Banta', 'm'], ['Winston Hibler', 'm'], ['Bill Peet', 'm'], ['Erdman Penner', 'm'], ['Joe Rinaldi', 'm'], ['Ted Sears', 'm'], ['Ralph Wright', 'm']] "	" [['Robert Stromberg', 'm']] "	" [['Sarah Bradshaw', 'f'], ['Don Hahn', 'm'], ['Angelina Jolie', 'f'], ['Palak Patel', 'm'], ['Joe Roth', 'm'], ['Matt Smith', 'm'], ['Michael Vieira', 'm'], ['Scott Michael Murray', 'm']] "	0.5625	0.678602738	0.111111111	0	0.25	0.166666667	Adventure
 Friday the 13th 	80761	48693994.85	186188703	262663343.3	2	1980				0.555555556	0.510115157	-7	-8	-9	-10	&&&&
 Private Benjamin 	81375	42965289.34	200067434.2	200067434.2	3	1980				0.555555556	0.683337139	-7	-8	-9	-10	&&&&
 The Addams Family 	101272	51989240.16	196696517.4	331868541.1	3	1991				0.555555556	0.574879227	-7	-8	-9	-10	&&&&
Emma	116191	-6	-4	41951139	3	1996	" [['Jane Austen', 'f'], ['Douglas McGrath', 'm']] "	" [['Douglas McGrath', 'm']] "	" [['Patrick Cassavetti', 'm'], ['Donna Gigliotti', 'f'], ['Steven Haft', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	0.555555556	0.748447997	0.5	0	0.2	0.25	&&&&
 I Know What You Did Last Summer 	119345	25083749.22	106606068.5	184808345.4	3	1997	" [['Lois Duncan', 'f'], ['Kevin Williamson', 'm']] "	" [['Jim Gillespie', 'm']] "	" [['William S. Beasley', 'm'], ['Stokely Chaffin', 'f'], ['Erik Feig', 'm'], ['Neal H. Moritz', 'm']] "	0.555555556	0.810146721	0.5	0	0.25	0.285714286	Horror
 My Best Friend's Wedding 	119738	67873674.36	187114666.3	441065887	2	1997	" [['Ronald Bass', 'm']] "	" [['P.J. Hogan', 'm']] "	" [['Ronald Bass', 'm'], ['Gil Netter', 'm'], ['Patricia Whitcher', 'f'], ['Jerry Zucker', 'm']] "	0.555555556	0.664094232	0	0	0.25	0.166666667	Comedy
 Cruel Intentions 	139134	-6	-4	124631426	3	1999	" [['Choderlos de Laclos', 'NULL'], ['Roger Kumble', 'm']] "	" [['Roger Kumble', 'm']] "	" [['Christopher Ball', 'm'], ['Michael Fottrell', 'm'], ['Heather Lieberman', 'f'], ['Bruce Mellon', 'm'], ['Neal H. Moritz', 'm'], ['William Tyrer', 'm']] "	0.555555556	0.481156275	0	0	0.166666667	0.111111111	&&&&
 The 40 Year Old Virgin 	405422	-6	-4	230769617	3	2005	" [['Judd Apatow', 'm'], ['Steve Carell', 'm']] "	" [['Judd Apatow', 'm']] "	" [['Judd Apatow', 'm'], ['Steve Carell', 'm'], ['Jon Poll', 'm'], ['Shauna Robertson', 'f'], ['Seth Rogen', 'm'], ['Clayton Townsend', 'm']] "	0.555555556	0.283430547	0	0	0.166666667	0.111111111	&&&&
Slither	439815	17777260.96	9095487.853	15073185.69	3	2006	" [['James Gunn', 'm']] "	" [['James Gunn', 'm']] "	" [['Marc Abraham', 'm'], ['Thomas A. Bliss', 'm'], ['Paul Brooks', 'm'], ['Jeff Levine', 'm'], ['Eric Newman', 'm'], ['Scott Niemeyer', 'm'], ['Norm Waitt', 'm']] "	0.555555556	0.494273128	0	0	0	0	Horror
 The Proposal 	1041829	43863268.8	179793379.6	345104922.8	2	2009	" [['Pete Chiarelli', 'm']] "	" [['Anne Fletcher', 'f']] "	" [['Sandra Bullock', 'f'], ['David Hoberman', 'm'], ['Alex Kurtzman', 'm'], ['Todd Lieberman', 'm'], ['Mary McLaglen', 'f'], ['Roberto Orci', 'm']] "	0.555555556	0.533135795	0	1	0.333333333	0.375	Romantic Comedy
 Up in the Air 	1193138	32897451.6	91919187.31	182956697.7	2	2009	" [['Walter Kirn', 'm'], ['Jason Reitman', 'm'], ['Sheldon Turner', 'm']] "	" [['Jason Reitman', 'm']] "	" [['Michael Beugg', 'm'], ['Jeffrey Clifford', 'm'], ['Daniel Dubiecki', 'm'], ['Ted Griffin', 'm'], ['Joe Medjuck', 'm'], ['Tom Pollock', 'm'], ['Ivan Reitman', 'm'], ['Jason Reitman', 'm']] "	0.555555556	0.399515941	0	0	0	0	Drama
 Despicable Me 	1323594	74875439.01	272930725.3	589774336.2	3	2010	" [['Cinco Paul', 'm'], ['Ken Daurio', 'm'], ['Sergio Pablos', 'm']] "	" [['Pierre Coffin', 'm'], ['Chris Renaud', 'm']] "	" [['John Cohen', 'm'], ['Janet Healy', 'f'], ['Christopher Meledandri', 'm'], ['Sergio Pablos', 'm'], ['Nina Rappaport', 'f']] "	0.555555556	0.276699029	0	0	0.4	0.2	Comedy
 Easy A 	1282140	8681210.32	63374424	82689310.69	3	2010	" [['Bert V. Royal', 'm']] "	" [['Will Gluck', 'm']] "	" [['Zanne Devine', 'f'], ['Will Gluck', 'm'], ['Mark Benton Johnson', 'm']] "	0.555555556	0.888131204	0	0	0.333333333	0.2	Comedy
 Remember Me 	1403981	17362420.64	20691925.23	61317689.01	3	2010	" [['Will Fetters', 'm']] "	" [['Allen Coulter', 'm']] "	" [['Carol Cuddy', 'f'], ['Trevor Engelson', 'm'], ['Nick Osborne', 'm'], ['Robert Pattinson', 'm']] "	0.555555556	0.407254561	0	0	0.25	0.166666667	Drama
 Martha Marcy May Marlene 	1441326	1047859.76	3123709.763	5699215.975	3	2011	" [['Sean Durkin', 'm']] "	" [['Sean Durkin', 'm']] "	" [['Antonio Campos', 'm'], ['Andrew Corkin', 'm'], ['Patrick Cunningham', 'm'], ['Ted Hope', 'm'], ['Saemi Kim', 'NULL'], ['Saerom Kim', 'NULL'], ['Chris Maybach', 'm'], ['Josh Mond', 'm'], ['Matt Palmieri', 'm'], ['Alexander Schepsman', 'm']] "	0.555555556	0.691976226	0	0	0	0	Thriller/Suspense
 You're Next 	1853739	-6	-4	19455694	3	2011	" [['Simon Barrett', 'm']] "	" [['Adam Wingard', 'm']] "	" [['Simon Barrett', 'm'], ['Keith Calder', 'm'], ['Chris Harding', 'm'], ['Kim Sherman', 'NULL'], ['Brock Williams', 'm'], ['Jessica Wu', 'f']] "	0.555555556	0.409507347	0	0	0.166666667	0.125	&&&&
 Hyde Park on Hudson 	1477855	-6	-4	9314208	2	2012	" [['Richard Nelson', 'm']] "	" [['Roger Michell', 'm']] "	" [['David Aukin', 'm'], ['Kevin Loader', 'm'], ['Roger Michell', 'm'], ['Tessa Ross', 'f']] "	0.555555556	0.516625526	0	0	0.25	0.166666667	&&&&
Belle	2404181	-6	-4	11005522	3	2013	" [['Misan Sagay', 'NULL']] "	" [['Amma Asante', 'f']] "	" [['Steve Christian', 'm'], ['Christopher Collins', 'm'], ['Hilary Davis', 'f'], ['Ivan Dunleavy', 'm'], ['Julie Goldstein', 'f'], ['Phil Hunt', 'm'], ['Damian Jones', 'm'], ['Stephen Kelliher', 'm'], ['Robert Norris', 'm'], ['Steve Norris', 'm'], ['Jane Robertson', 'f'], ['Compton Ross', 'm']] "	0.555555556	0.5203086	0	1	0.25	0.285714286	&&&&
 Boys on the Side 	112571	-6	-4	44953650	3	1995	" [['Don Roos', 'm']] "	" [['Herbert Ross', 'm']] "	" [['Patricia Karlan', 'f'], ['Patrick McCormick', 'm'], ['Arnon Milchan', 'm'], ['Steven Reuther', 'm'], ['Don Roos', 'm'], ['Herbert Ross', 'm']] "	0.545454545	0.841190237	0	0	0.166666667	0.125	&&&&
Scream	117571	22641193.35	155539961.4	261198863.7	3	1996	" [['Kevin Williamson', 'm']] "	" [['Wes Craven', 'm']] "	" [['Stuart M. Besser', 'm'], ['Dixie J. Capp', 'NULL'], ['Cathy Konrad', 'f'], ['Marianne Maddalena', 'f'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm'], ['Cary Woods', 'm']] "	0.545454545	0.513825411	0	0	0.285714286	0.222222222	Horror
Election	126886	-6	-4	24469151	3	1999	" [['Tom Perrotta', 'm'], ['Alexander Payne', 'm'], ['Jim Taylor', 'm']] "	" [['Alexander Payne', 'm']] "	" [['Albert Berger', 'm'], ['Jim Burke', 'm'], ['David Gale', 'm'], ['Jacobus Rose', 'm'], ['Keith Samples', 'm'], ['Van Toffler', 'm'], ['Ron Yerxa', 'm']] "	0.545454545	0.389972813	0	0	0	0	&&&&
Sideways	375063	21196230.87	89151724.83	136894226.2	3	2004	" [['Rex Pickett', 'm'], ['Alexander Payne', 'm'], ['Jim Taylor', 'm']] "	" [['Alexander Payne', 'm']] "	" [['Michael London', 'm'], ['George Parra', 'm']] "	0.545454545	0.181598418	0	0	0	0	Drama
 Final Destination 3 	414982	29143050.75	63063289.83	131491173	3	2006	" [['Glen Morgan', 'm'], ['James Wong', 'm']] "	" [['James Wong', 'm']] "	" [['Richard Brener', 'm'], ['Toby Emmerich', 'm'], ['Matt Moore', 'm'], ['Glen Morgan', 'm'], ['Craig Perry', 'm'], ['Art Schaefer', 'NULL'], ['James Wong', 'm'], ['Warren Zide', 'm']] "	0.545454545	0.516061795	0	0	0	0	Horror
Atonement	783233	-6	-4	156670466	3	2007	" [['Ian McEwan', 'm'], ['Christopher Hampton', 'm']] "	" [['Joe Wright', 'm']] "	" [['Tim Bevan', 'm'], ['Liza Chasin', 'f'], ['Richard Eyre', 'm'], ['Eric Fellner', 'm'], ['Robert Fox', 'm'], ['Jane Frazer', 'f'], ['Debra Hayward', 'f'], ['Ian McEwan', 'm'], ['Paul Webster', 'm']] "	0.545454545	0.443428804	0	0	0.333333333	0.25	&&&&
" Crazy, Stupid, Love. "	1570728	-6	-4	150279459	3	2011	" [['Dan Fogelman', 'm']] "	" [['Glenn Ficarra', 'm'], ['John Requa', 'm']] "	" [['Eryn Brown', 'NULL'], ['Steve Carell', 'm'], ['Vance DeGeneres', 'm'], ['Denise Di Novi', 'f'], ['Charlie Hartsock', 'm'], ['David Siegel', 'm']] "	0.545454545	0.342526333	0	0	0.166666667	0.111111111	&&&&
 The Change-Up 	1488555	54488707.52	38856185.49	79464574.83	1	2011	" [['Jon Lucas', 'm'], ['Scott Moore', 'm']] "	" [['David Dobkin', 'm']] "	" [['Joseph M. Caracciolo Jr.', 'm'], ['David Dobkin', 'm'], ['Jeff Kleeman', 'm'], ['Ori Marmur', 'm'], ['Jonathon Komack Martin', 'NULL'], ['Neal H. Moritz', 'm'], ['Ryan Kavanaugh', 'm']] "	0.545454545	0.144949601	0	0	0	0	Comedy
 Young Adult 	1625346	12574317.12	17092238.87	23839182.58	3	2011	" [['Diablo Cody', 'f']] "	" [['Jason Reitman', 'm']] "	" [['Diablo Cody', 'f'], ['Helen Estabrook', 'f'], ['Lianne Halfon', 'f'], ['Nathan Kahane', 'm'], ['Beth Kono', 'f'], ['Kelli Konop', 'f'], ['Mary Lee', 'f'], ['John Malkovich', 'm'], ['Mason Novick', 'm'], ['Steven Rales', 'm'], ['Jason Reitman', 'm'], ['Russell Smith', 'm'], ['Charlize Theron', 'f']] "	0.545454545	0.61375954	1	0	0.538461538	0.533333333	Comedy
 The Sessions 	1866249	1030708.83	6186779.247	11848208.27	2	2012	" [['Ben Lewin', 'm'], [""""Mark O'Brien"""", 'm']] "	" [['Ben Lewin', 'm']] "	" [['Doug Blake', 'm'], ['Julius Colman', 'm'], ['Judi Levine', 'f'], ['Ben Lewin', 'm'], ['Stephen Nemeth', 'm'], ['Maurice Silman', 'm']] "	0.545454545	0.421469741	0	0	0.166666667	0.111111111	Drama
Sparkle	1876451	10307088.3	-12.36850596	25417612.67	3	2012	" [['Mara Brock Akil', 'f'], ['Joel Schumacher', 'm'], ['Howard Rosenman', 'm']] "	" [['Salim Akil', 'm']] "	" [['Salim Akil', 'm'], ['Mara Brock Akil', 'f'], ['Debra Martin Chase', 'f'], ['Gaylyn Fraiche', 'NULL'], ['Whitney Houston', 'f'], ['T.D. Jakes', 'm'], [""""Avram 'Butch' Kaplan"""", 'm'], ['Scott Putman', 'm'], ['Howard Rosenman', 'm'], ['Curtis Wallace', 'm'], ['Derrick Williams', 'NULL']] "	0.545454545	0.568167271	0.333333333	0	0.272727273	0.266666667	Drama
 Despicable Me 2 	1690953	76983263.68	372827297.2	987833878.3	3	2013	" [['Cinco Paul', 'm'], ['Ken Daurio', 'm']] "	" [['Pierre Coffin', 'm'], ['Chris Renaud', 'm']] "	" [['Janet Healy', 'f'], ['Christopher Meledandri', 'm']] "	0.545454545	0.367594691	0	0	0.5	0.166666667	Comedy
Prisoners	1392214	46595133.28	61791530.26	114869464.7	3	2013	" [['Aaron Guzikowski', 'm']] "	" [['Denis Villeneuve', 'm']] "	" [['Kira Davis', 'f'], ['Broderick Johnson', 'm'], ['Adam Kolbrenner', 'm'], ['Andrew A. Kosove', 'm'], ['Stephen Levinson', 'm'], ['Edward McDonnell', 'm'], ['Robyn Meisinger', 'NULL'], ['John H. Starke', 'm'], ['Mark Wahlberg', 'm'], ['Steven P. Wegner', 'm']] "	0.545454545	0.246346555	0	0	0.1	0.083333333	Thriller/Suspense
 Gone Girl 	2267998	60534712.74	166487517.9	365755883.8	3	2014	" [['Gillian Flynn', 'f']] "	" [['David Fincher', 'm']] "	" [['Cean Chaffin', 'NULL'], ['Leslie Dixon', 'f'], ['Joshua Donen', 'm'], ['Arnon Milchan', 'm'], ['Bruna Papandrea', 'f'], ['Reese Witherspoon', 'f']] "	0.545454545	0.57311656	1	0	0.5	0.5	Thriller/Suspense
 Halloween II 	82495	6487578.166	66261051.93	66261051.93	3	1981				0.538461538	0.54106405	-7	-8	-9	-10	&&&&
 Drag Me to Hell 	1127180	32993353.44	46301360.08	101017022	3	2009	" [['Sam Raimi', 'm'], ['Ivan Raimi', 'm']] "	" [['Sam Raimi', 'm']] "	" [['Grant Curtis', 'm'], ['Joseph Drake', 'm'], ['Nathan Kahane', 'm'], ['Ivan Raimi', 'm'], ['Cristen Carr Strubbe', 'NULL'], ['Rob Tapert', 'm'], ['Joshua Donen', 'm'], ['Sam Raimi', 'm']] "	0.538461538	0.687021684	0	0	0	0	&&&&
 Winter's Bone 	1399683	2170302.58	7087668.906	17505173.38	3	2010	" [['Debra Granik', 'f'], ['Anne Rosellini', 'f'], ['Daniel Woodrell', 'm']] "	" [['Debra Granik', 'f']] "	" [['Kathryn Dean', 'f'], ['Alix Madigan', 'NULL'], ['Anne Rosellini', 'f'], ['Jonathan Scheuer', 'm'], ['Shawn Simon', 'NULL']] "	0.538461538	0.599069268	0.666666667	1	0.4	0.555555556	Drama
 August: Osage County 	1322269	25323442	38227062.65	51395252.49	3	2013	" [['Tracy Letts', 'm']] "	" [['John Wells', 'm']] "	" [['Ron Burkle', 'm'], ['George Clooney', 'm'], ['Celia D. Costas', 'f'], ['Patrick Daly', 'm'], ['Jean Doumanian', 'f'], ['Ben Famiglietti', 'm'], ['Jerry Frankel', 'm'], ['Arny Granat', 'NULL'], ['Grant Heslov', 'm'], ['Claire Rudnick Polstein', 'f'], ['Jeffrey Richards', 'm'], ['Steve Traxler', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	0.538461538	0.774741753	0	0	0.214285714	0.1875	Black Comedy
